NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,NARRATIVE,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
740744,9130664,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:37 AM,1400 B/O Q ST NW,NO NARRATIVE IS AVAILABLE.,38.9111270654505,-77.0332539369915,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
740745,9130651,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,1500 B/O FORT DAVIS ST SE,NO NARRATIVE IS AVAILABLE.,38.8688857534462,-76.94656937733,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
740747,9130662,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:37 AM,1000 B/O U ST NW,NO NARRATIVE IS AVAILABLE.,38.9169672455024,-77.0264565788352,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
740748,9130669,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,100 B/O KENNEDY ST NW,NO NARRATIVE IS AVAILABLE.,38.956587992509,-77.0126312297528,WASHINGTON,DC,4,4B,4B08,FOURTH,402,17,NONE,NONE,NONE,NONE
740751,9130672,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,600 B/O ELLIOTT ST NE,NO NARRATIVE IS AVAILABLE.,38.8980708559938,-76.9865435043636,WASHINGTON,DC,6,6A,6A06,FIRST,103,25,NONE,NONE,NONE,NONE
740754,9130671,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,4600 B/O QUARLES ST NE,NO NARRATIVE IS AVAILABLE.,38.9106685819289,-76.9343760292682,WASHINGTON,DC,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
740759,9130699,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:38 AM,4200 B/O DAVENPORT ST NW,NO NARRATIVE IS AVAILABLE.,38.9521078296914,-77.0824482688844,WASHINGTON,DC,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
740762,9130673,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:38 AM,5400 B/O SHERIER PL NW,NO NARRATIVE IS AVAILABLE.,38.9289490452497,-77.107104736065,WASHINGTON,DC,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
740766,9130689,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:38 AM,1200 B/O CONNECTICUT AVE NW,NO NARRATIVE IS AVAILABLE.,38.9064393003251,-77.0415778764593,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
740768,9130694,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,300 B/O 15TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8941435711073,-76.9836457189765,WASHINGTON,DC,6,6A,6A04,FIRST,103,25,NONE,NONE,NONE,NONE
740772,9130691,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:38 AM,1300 B/O BUCHANAN ST NW,NO NARRATIVE IS AVAILABLE.,38.9460935514175,-77.0311347111434,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
740774,9130652,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,3800 B/O HALLEY TER SE,NO NARRATIVE IS AVAILABLE.,38.8336858613216,-77.0071343627472,WASHINGTON,DC,8,8C,8C07,SEVENTH,705,39,NONE,NONE,NONE,NONE
740775,9130665,9/12/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:38 AM,400 B/O 21ST ST NE,NO NARRATIVE IS AVAILABLE.,38.8954468017145,-76.9747919727311,WASHINGTON,DC,7,7D,7D01,FIRST,103,25,NONE,NONE,NONE,NONE
740777,9130685,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,UNIT B/O NICHOLSON ST NW,NO NARRATIVE IS AVAILABLE.,38.9601619550519,-77.0104306436114,WASHINGTON,DC,4,4B,4B06,FOURTH,402,17,NONE,NONE,NONE,NONE
740778,9130696,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:38 AM,3000 B/O TILDEN ST NW,NO NARRATIVE IS AVAILABLE.,38.9408524337295,-77.0629295411046,WASHINGTON,DC,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,NONE
740779,9130692,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:38 AM,4500 B/O QUARLES ST NE,NO NARRATIVE IS AVAILABLE.,38.9115987540277,-76.9360081196532,WASHINGTON,DC,7,7D,7D03,SIXTH,601,29,NONE,NONE,NONE,NONE
740785,9130714,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:47 AM,3300 B/O WISCONSIN AVE NW,NO NARRATIVE IS AVAILABLE.,38.9340627038118,-77.0724215532608,WASHINGTON,DC,3,3C,3C09,SECOND,204,15,NONE,NONE,NONE,NONE
740788,9130704,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:47 AM,1400 B/O R ST NW,NO NARRATIVE IS AVAILABLE.,38.9126361055668,-77.0332451281393,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
740790,9130725,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,5TH ST NW & H ST NW,NO NARRATIVE IS AVAILABLE.,38.8998097916174,-77.0189313173709,WASHINGTON,DC,6,6C,6C09,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740792,9130710,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,1800 B/O COLUMBIA RD NW,NO NARRATIVE IS AVAILABLE.,38.9215825151932,-77.0434998116947,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
740794,9130717,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,100 B/O IVANHOE ST SW,NO NARRATIVE IS AVAILABLE.,38.8213130232568,-77.0090025946127,WASHINGTON,DC,8,8D,8D05,SEVENTH,706,39,NONE,NONE,NONE,NONE
740797,9130729,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:47 AM,600 B/O P ST NW,NO NARRATIVE IS AVAILABLE.,38.9096707100504,-77.0209426488138,WASHINGTON,DC,2,2C,2C02,THIRD,308,7,NONE,NONE,NONE,NONE
740799,9130737,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,2700 B/O 30TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8561495148232,-76.9650193869257,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
740800,9130742,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,1800 B/O NEW YORK AVE NE,NO NARRATIVE IS AVAILABLE.,38.9172716043019,-76.9772378358998,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
740801,9130728,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:47 AM,900 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.922217051454,-76.9931400297491,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
740802,9130733,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:47 AM,1000 B/O 6TH ST NE,NO NARRATIVE IS AVAILABLE.,38.9031199886852,-76.9984432656234,WASHINGTON,DC,6,6C,6C04,FIRST,102,25,NONE,NONE,NONE,NONE
740803,9130169,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:47 AM,2600 B/O QUEENS CHAPEL RD NE,NO NARRATIVE IS AVAILABLE.,38.9239475650383,-76.9757177969381,WASHINGTON,DC,5,5B,5B02,FIFTH,505,22,NONE,NONE,NONE,NONE
740805,9130752,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:47 AM,1300 B/O MONROE ST NW,NO NARRATIVE IS AVAILABLE.,38.9319009985217,-77.0310812271068,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
740808,9130722,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:47 AM,4100 B/O 8TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9413945939123,-77.0233246219744,WASHINGTON,DC,4,4C,4C08,FOURTH,404,18,NONE,NONE,NONE,NONE
740811,9130750,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:47 AM,1100 B/O COLUMBIA RD NW,NO NARRATIVE IS AVAILABLE.,38.9276885849929,-77.0284903786849,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
740812,9130748,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:47 AM,1700 B/O R ST NW,NO NARRATIVE IS AVAILABLE.,38.9126075315076,-77.0395717528921,WASHINGTON,DC,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,NONE
740818,9130756,9/12/2009 12:00:00 AM,UNK,ROBBERY,PBS,9/15/2009 7:03:47 AM,2500 B/O PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8732019970544,-76.9699922184437,WASHINGTON,DC,7,7A,7A07,SIXTH,607,34,NONE,NONE,NONE,NONE
740819,9130739,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:47 AM,2700 B/O WOODLEY PL NW,NO NARRATIVE IS AVAILABLE.,38.9265754007197,-77.0520486494241,WASHINGTON,DC,1,3C,3C01,SECOND,204,15,NONE,NONE,NONE,NONE
740820,9130765,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:47 AM,600 B/O MICHIGAN AVE NE,NO NARRATIVE IS AVAILABLE.,38.9333268186302,-76.9957722216305,WASHINGTON,DC,5,5C,5C10,FIFTH,501,20,NONE,NONE,NONE,NONE
740824,9130767,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:47 AM,1800 B/O T ST NW,NO NARRATIVE IS AVAILABLE.,38.9155744536211,-77.0425407556464,WASHINGTON,DC,2,2B,2B08,SECOND,208,6,NONE,NONE,NONE,NONE
740829,9130755,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:47 AM,1800 B/O COLUMBIA RD NW,NO NARRATIVE IS AVAILABLE.,38.9215825151932,-77.0434998116947,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
740830,9130746,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:47 AM,400 B/O L ST NW,NO NARRATIVE IS AVAILABLE.,38.9037342047551,-77.0175497103425,WASHINGTON,DC,6,6C,6C01,FIRST,101,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
740833,9130732,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,1800 B/O 24TH ST NE,NO NARRATIVE IS AVAILABLE.,38.9148188029899,-76.9721611961014,WASHINGTON,DC,5,5B,5B09,FIFTH,504,23,NONE,NONE,NONE,NONE
740834,9130679,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:47 AM,BARNABY ST SE & BRANDYWINE ST SE,NO NARRATIVE IS AVAILABLE.,38.8300334401899,-76.9938705921893,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,YUMA ST SE,YUMA ST SE,YUMA ST SE,NONE
740837,9130747,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:47 AM,1800 B/O WYOMING AVE NW,NO NARRATIVE IS AVAILABLE.,38.9187399480295,-77.0431685731274,WASHINGTON,DC,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
740841,9130749,9/12/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:47 AM,,NO NARRATIVE IS AVAILABLE.,0,0,WASHINGTON,DC,4,4B,4B07,FOURTH,402,19,NONE,NONE,NONE,NONE
740843,9130784,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:47 AM,1700 B/O 22ND ST NW,NO NARRATIVE IS AVAILABLE.,38.9132639215903,-77.0488217543389,WASHINGTON,DC,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
740847,9130793,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:47 AM,4800 B/O QUEBEC ST NW,NO NARRATIVE IS AVAILABLE.,38.9383544656589,-77.0955264313137,WASHINGTON,DC,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,NONE
740850,9130780,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:48 AM,100 B/O DIVISION AVE NE,NO NARRATIVE IS AVAILABLE.,38.8913327239415,-76.9279636641661,WASHINGTON,DC,7,7C,7C03,SIXTH,602,33,NONE,NONE,NONE,NONE
740851,9130775,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:48 AM,UNIT B/O P ST NE,NO NARRATIVE IS AVAILABLE.,38.9096377066955,-77.0077108810091,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NOMA BID
740852,9130788,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:48 AM,1700 B/O SWANN ST NW,NO NARRATIVE IS AVAILABLE.,38.9148339257898,-77.040196360823,WASHINGTON,DC,2,2B,2B01,SECOND,208,6,NONE,NONE,NONE,NONE
740853,9130796,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:48 AM,4800 B/O QUEBEC ST NW,NO NARRATIVE IS AVAILABLE.,38.9383544656589,-77.0955264313137,WASHINGTON,DC,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,NONE
740869,9130801,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:48 AM,3800 B/O INGOMAR ST NW,NO NARRATIVE IS AVAILABLE.,38.9583565221848,-77.0757142728319,WASHINGTON,DC,3,3G,3G07,SECOND,201,10,NONE,NONE,NONE,NONE
740874,9130825,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:48 AM,1600 B/O KENYON ST NW,NO NARRATIVE IS AVAILABLE.,38.929787381831,-77.0383339200702,WASHINGTON,DC,1,1D,1D04,THIRD,301,2,NONE,NONE,NONE,NONE
740875,9130773,9/12/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:48 AM,N ST NE & NORTH CAPITOL ST,NO NARRATIVE IS AVAILABLE.,38.907350803918,-77.0090529647873,WASHINGTON,DC,5,5C,5C02,FIRST,101,21,NONE,NONE,NONE,NOMA BID
740877,9130803,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:48 AM,1000 B/O KENILWORTH AVE NE,NO NARRATIVE IS AVAILABLE.,38.9036442106996,-76.9419871660846,WASHINGTON,DC,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
740878,9130829,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:48 AM,2800 B/O NEW MEXICO AVE NW,NO NARRATIVE IS AVAILABLE.,38.9270090215837,-77.0859729361823,WASHINGTON,DC,3,3B,3B01,SECOND,204,14,NONE,NONE,NONE,NONE
740884,9130823,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:48 AM,1500 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.9258574986604,-76.9828767322897,WASHINGTON,DC,5,5B,5B04,FIFTH,502,22,NONE,NONE,NONE,NONE
740885,9130854,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:48 AM,4400 B/O FOOTE ST NE,NO NARRATIVE IS AVAILABLE.,38.8975428585181,-76.9384842188323,WASHINGTON,DC,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,NONE
740909,9130843,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:48 AM,2500 B/O GOOD HOPE RD SE,NO NARRATIVE IS AVAILABLE.,38.8605808203172,-76.9687090244604,WASHINGTON,DC,8,8B,8B01,SEVENTH,702,36,NONE,NONE,NONE,NONE
740915,9130885,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:48 AM,5600 B/O POTOMAC AVE NW,NO NARRATIVE IS AVAILABLE.,38.9305229355401,-77.1110593617104,WASHINGTON,DC,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
740916,9130853,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:48 AM,2000 B/O KALORAMA RD NW,NO NARRATIVE IS AVAILABLE.,38.9188952430718,-77.047069472344,WASHINGTON,DC,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,NONE
740917,9130894,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:48 AM,1900 B/O CONNECTICUT AVE NW,NO NARRATIVE IS AVAILABLE.,38.9163841097932,-77.0465190189637,WASHINGTON,DC,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
740918,9130893,9/12/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:48 AM,1600 B/O Q ST NW,NO NARRATIVE IS AVAILABLE.,38.9111273274635,-77.0375020186307,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
740921,9130855,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:48 AM,1300 B/O CONSTITUTION AVE NE,NO NARRATIVE IS AVAILABLE.,38.8919794269495,-76.9867924815983,WASHINGTON,DC,6,6A,6A04,FIRST,103,26,NONE,NONE,NONE,NONE
740923,9130871,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:48 AM,5100 B/O SHERIER PL NW,NO NARRATIVE IS AVAILABLE.,38.9264037265731,-77.1045129548159,WASHINGTON,DC,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
740925,9130901,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:48 AM,800 B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8972073125578,-77.0234766061408,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740926,9130883,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:49 AM,700 B/O PENNSYLVANIA AVE NW,NO NARRATIVE IS AVAILABLE.,38.893595063753,-77.0229430068181,WASHINGTON,DC,6,6C,6C09,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740927,9130906,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,2100 B/O WYOMING AVE NW,NO NARRATIVE IS AVAILABLE.,38.9173881369119,-77.0483414285486,WASHINGTON,DC,2,2D,2D01,SECOND,208,1,NONE,NONE,NONE,NONE
740934,9130918,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:49 AM,300 B/O I ST SW,NO NARRATIVE IS AVAILABLE.,38.8792817031564,-77.0164390398382,WASHINGTON,DC,6,6D,6D03,FIRST,104,9,NONE,NONE,NONE,NONE
740937,9130899,9/12/2009 12:00:00 AM,UNK,SEX ABUSE,ADULT 1ST,9/15/2009 7:03:49 AM,800 B/O FLORIDA AVE NE,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9045162966762,-76.9943277700032,WASHINGTON,DC,5,5B,5B06,FIFTH,504,23,NONE,NONE,NONE,NONE
740938,9130903,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,4000 B/O 3RD ST SE,NO NARRATIVE IS AVAILABLE.,38.8287044512608,-77.0020748023386,WASHINGTON,DC,8,8D,8D03,SEVENTH,706,39,NONE,NONE,NONE,NONE
740946,9130936,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:49 AM,1600 B/O 39TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9132761245161,-77.0755593994713,WASHINGTON,DC,2,2E,2E01,SECOND,206,4,NONE,NONE,NONE,NONE
740947,9130927,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,1800 B/O CALIFORNIA ST NW,NO NARRATIVE IS AVAILABLE.,38.9178194893664,-77.0429514479706,WASHINGTON,DC,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
740953,9130914,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,UNIT B/O DANBURY ST SW,NO NARRATIVE IS AVAILABLE.,38.8277605604912,-77.0094781044591,WASHINGTON,DC,8,8D,8D06,SEVENTH,706,39,NONE,NONE,NONE,NONE
740954,9130950,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:49 AM,800 B/O H R DR SE,NO NARRATIVE IS AVAILABLE.,38.8298442587854,-76.9919954179593,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,NONE,NONE,NONE,NONE
740955,9130892,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:49 AM,1400 B/O HOWARD RD SE,NO NARRATIVE IS AVAILABLE.,38.8586628656518,-76.9876673688595,WASHINGTON,DC,8,8A,8A05,SEVENTH,703,37,NONE,NONE,NONE,NONE
740956,9130928,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,1700 B/O RHODE ISLAND AVE NW,NO NARRATIVE IS AVAILABLE.,38.9061028633956,-77.0398091761417,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
740958,9130857,9/12/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:49 AM,1400 B/O MICHIGAN AVE NE,NO NARRATIVE IS AVAILABLE.,38.9425546057145,-76.9846612351427,WASHINGTON,DC,5,5A,5A08,FOURTH,405,20,NONE,NONE,NONE,NONE
740974,9130956,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,1300 B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973467915258,-77.0307910186736,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740980,9130862,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,800 B/O OGLETHORPE ST NE,NO NARRATIVE IS AVAILABLE.,38.9580022478771,-76.99386453442,WASHINGTON,DC,4,4B,4B09,FOURTH,402,19,NONE,NONE,NONE,NONE
740987,9130977,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:49 AM,400 B/O K ST NW,NO NARRATIVE IS AVAILABLE.,38.9025211733107,-77.0175519337838,WASHINGTON,DC,6,6C,6C01,FIRST,101,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
740995,9130973,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,1600 B/O VARNUM PL NE,NO NARRATIVE IS AVAILABLE.,38.943409441048,-76.9819391015175,WASHINGTON,DC,5,5A,5A08,FOURTH,405,20,NONE,NONE,NONE,NONE
740997,9130926,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,2300 B/O WISCONSIN AVE NW,NO NARRATIVE IS AVAILABLE.,38.9215120942874,-77.0722841212841,WASHINGTON,DC,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
741002,9130939,9/12/2009 12:00:00 AM,UNK,BURGLARY,1,9/15/2009 7:03:49 AM,4200 B/O 4TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8273069173526,-77.0005343636115,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
741004,9130826,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,1900 B/O 19TH PL SE,NO NARRATIVE IS AVAILABLE.,38.8648212854993,-76.9773962908749,WASHINGTON,DC,8,8A,8A04,SEVENTH,701,28,NONE,NONE,NONE,NONE
741005,9130979,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,3400 B/O 4TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8383352154942,-77.0005723123524,WASHINGTON,DC,8,8C,8C04,SEVENTH,705,39,NONE,NONE,NONE,NONE
741006,9130981,9/12/2009 12:00:00 AM,UNK,ROBBERY,OTHER ARMED,9/15/2009 7:03:49 AM,3200 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9297745846515,-77.0327410532733,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
741009,9130884,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,1300 B/O FLORIDA AVE NE,NO NARRATIVE IS AVAILABLE.,38.901281458166,-76.986744645709,WASHINGTON,DC,5,5B,5B08,FIFTH,504,23,NONE,NONE,NONE,NONE
741012,9130982,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:49 AM,4600 B/O A ST SE,NO NARRATIVE IS AVAILABLE.,38.8885286203844,-76.934477798341,WASHINGTON,DC,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,NONE
741014,9131000,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,1700 B/O R ST NW,NO NARRATIVE IS AVAILABLE.,38.9126075315076,-77.0395717528921,WASHINGTON,DC,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,NONE
741016,9131001,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,14TH ST NW & CONSTITUTION AVE NW,NO NARRATIVE IS AVAILABLE.,38.8920935422097,-77.0319638389875,WASHINGTON,DC,2,2F,2F03,FIRST,101,NONE,NONE,NONE,NONE,DOWNTOWN BID
741017,9131010,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,16TH ST NW & M ST NW,NO NARRATIVE IS AVAILABLE.,38.9056541972764,-77.0365336858701,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
